sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
NMVR,19.000,228.000,P,0,4.078,-0.023,73,,,,,,,,,,,
AZGN,20.000,311.000,P,0,4.138,-0.111,73,,,,,,,,,,,
KVCH,20.000,118.000,P,0,4.318,0.044,73,,,,,,,,,,,
FRMZ,23.000,59.000,P,0,4.918,0.079,73,,,,,,,,,,,
MGSL,26.000,233.000,P,0,5.318,-0.030,73,,,,,,,,,,,
KRNG,29.000,276.000,P,0,5.688,-0.051,73,,,,,,,,,,,
GOLJ,31.000,91.000,P,0,6.138,-0.073,73,,,,,,,,,,,
,,,,,,,73,2012-08-15 06:13:54.422,38.413,46.779,8.511,1.900,13.000,5.000,98.000,0.090,0.200,0.000
ZANG,5.000,58.000,P,0,2.409,-0.064,74,,,,,,,,,,,
ORNG,12.000,321.000,P,0,3.309,0.174,74,,,,,,,,,,,
HIGH,12.000,129.000,P,0,3.089,-0.123,74,,,,,,,,,,,
VRDN,18.000,281.000,P,0,4.029,-0.014,74,,,,,,,,,,,
BLVR,18.000,204.000,P,0,4.169,0.134,74,,,,,,,,,,,
SRND,18.000,127.000,P,0,4.099,0.026,74,,,,,,,,,,,
NMVR,19.000,230.000,P,0,4.139,-0.007,74,,,,,,,,,,,
KVCH,19.000,117.000,P,0,4.299,0.037,74,,,,,,,,,,,
AZGN,20.000,312.000,P,0,4.279,-0.122,74,,,,,,,,,,,
FRMZ,23.000,58.000,P,0,4.979,0.089,74,,,,,,,,,,,
MGSL,26.000,234.000,P,0,5.319,-0.036,74,,,,,,,,,,,
KRNG,29.000,277.000,P,0,5.759,-0.040,74,,,,,,,,,,,
GOLJ,31.000,90.000,P,0,6.109,-0.054,74,,,,,,,,,,,
,,,,,,,74,2012-08-15 06:25:10.541,38.408,46.776,9.958,2.600,13.000,5.000,95.000,0.090,0.200,0.000
HIGH,8.000,198.000,P,0,2.075,-0.058,75,,,,,,,,,,,
ZANG,8.000,287.000,P,0,2.135,-0.019,75,,,,,,,,,,,
KVCH,10.000,148.000,P,0,2.525,-0.029,75,,,,,,,,,,,
SRND,11.000,166.000,P,0,2.745,0.009,75,,,,,,,,,,,
FRMZ,15.000,33.000,P,0,3.535,0.131,75,,,,,,,,,,,
GOLJ,19.000,90.000,P,0,4.175,-0.082,75,,,,,,,,,,,
ORNG,21.000,295.000,P,0,4.595,0.113,75,,,,,,,,,,,
BLVR,25.000,229.000,P,0,5.415,0.206,75,,,,,,,,,,,
NMVR,29.000,245.000,P,0,5.855,0.051,75,,,,,,,,,,,
VRDN,30.000,277.000,P,0,5.825,-0.121,75,,,,,,,,,,,
AZGN,30.000,297.000,P,0,5.895,-0.127,75,,,,,,,,,,,
KRNG,41.000,275.000,P,0,7.765,-0.063,75,,,,,,,,,,,
,,,,,,,75,2012-08-15 06:54:27.385,38.409,46.642,3.746,2.800,12.000,8.000,95.000,0.110,0.200,-0.100
KVCH,9.000,143.000,P,0,2.256,-0.052,76,,,,,,,,,,,
SRND,9.000,164.000,P,0,2.446,0.018,76,,,,,,,,,,,
ZANG,9.000,298.000,P,0,2.286,-0.086,76,,,,,,,,,,,
FRMZ,16.000,29.000,P,0,3.706,0.108,76,,,,,,,,,,,
GOLJ,19.000,84.000,P,0,4.126,-0.050,76,,,,,,,,,,,
ORNG,22.000,299.000,P,0,4.716,0.121,76,,,,,,,,,,,
BLVR,24.000,233.000,P,4,5.226,0.256,76,,,,,,,,,,,
NMVR,28.000,249.000,P,0,5.736,0.097,76,,,,,,,,,,,
VRDN,30.000,280.000,P,0,5.896,-0.052,76,,,,,,,,,,,
AZGN,31.000,299.000,P,0,6.016,-0.105,76,,,,,,,,,,,
MGSL,36.000,248.000,P,0,7.036,0.084,76,,,,,,,,,,,
KRNG,41.000,277.000,P,0,7.736,-0.082,76,,,,,,,,,,,
,,,,,,,76,2012-08-15 07:12:14.074,38.392,46.639,4.417,2.500,12.000,9.000,88.000,0.090,0.200,-0.000
ORNG,12.000,333.000,P,0,3.223,0.130,77,,,,,,,,,,,
HIGH,13.000,118.000,P,0,3.053,-0.203,77,,,,,,,,,,,
BLVR,16.000,200.000,P,0,3.823,0.143,77,,,,,,,,,,,
NMVR,16.000,230.000,P,0,3.743,0.003,77,,,,,,,,,,,
VRDN,17.000,288.000,P,0,3.763,-0.012,77,,,,,,,,,,,
SRND,19.000,120.000,P,0,4.173,0.009,77,,,,,,,,,,,
KVCH,20.000,111.000,P,0,4.473,0.057,77,,,,,,,,,,,
AZGN,20.000,319.000,P,0,4.213,-0.109,77,,,,,,,,,,,
MGSL,24.000,235.000,P,0,4.923,-0.038,77,,,,,,,,,,,
FRMZ,26.000,57.000,P,0,5.343,0.079,77,,,,,,,,,,,
KRNG,28.000,280.000,P,0,5.503,-0.035,77,,,,,,,,,,,
GOLJ,33.000,87.000,P,0,6.473,-0.011,77,,,,,,,,,,,
,,,,,,,77,2012-08-15 09:03:23.617,38.395,46.798,9.199,1.600,12.000,12.000,84.000,0.100,0.200,-0.100
HIGH,4.000,181.000,P,0,1.509,-0.022,78,,,,,,,,,,,
SRND,9.000,146.000,P,0,2.349,0.008,78,,,,,,,,,,,
KVCH,10.000,126.000,P,0,2.409,0.006,78,,,,,,,,,,,
HMLO,16.000,48.000,P,4,54.459,-9.290,78,,,,,,,,,,,
FRMZ,19.000,34.000,P,0,4.239,0.126,78,,,,,,,,,,,
BLVR,21.000,231.000,P,0,4.719,0.157,78,,,,,,,,,,,
ORNG,21.000,306.000,P,0,4.609,0.179,78,,,,,,,,,,,
GOLJ,22.000,81.000,P,0,4.649,-0.085,78,,,,,,,,,,,
NMVR,25.000,249.000,P,0,5.229,-0.016,78,,,,,,,,,,,
VRDN,28.000,284.000,P,0,5.619,-0.055,78,,,,,,,,,,,
AZGN,30.000,304.000,P,0,5.869,-0.102,78,,,,,,,,,,,
MGSL,33.000,248.000,P,0,6.559,-0.012,78,,,,,,,,,,,
KRNG,39.000,280.000,P,0,7.379,-0.147,78,,,,,,,,,,,
,,,,,,,78,2012-08-15 09:03:48.361,38.380,46.669,3.560,2.600,13.000,4.000,86.000,0.110,0.200,-0.100
ZANG,4.000,331.000,P,0,2.213,0.096,79,,,,,,,,,,,
HIGH,8.000,153.000,P,0,2.263,-0.224,79,,,,,,,,,,,
SRND,13.000,139.000,P,0,3.233,-0.017,79,,,,,,,,,,,
KVCH,14.000,125.000,P,0,3.313,-0.032,79,,,,,,,,,,,
FRMZ,19.000,47.000,P,0,4.273,0.119,79,,,,,,,,,,,
BLVR,21.000,220.000,P,0,4.713,0.364,79,,,,,,,,,,,
NMVR,23.000,241.000,P,0,4.943,0.173,79,,,,,,,,,,,
GOLJ,25.000,88.000,P,0,5.173,-0.037,79,,,,,,,,,,,
AZGN,25.000,304.000,P,0,5.073,-0.057,79,,,,,,,,,,,
HRS ,31.000,252.000,P,0,5.623,-0.466,79,,,,,,,,,,,
MGSL,31.000,242.000,P,0,6.213,0.145,79,,,,,,,,,,,
KRNG,35.000,277.000,P,0,6.693,-0.048,79,,,,,,,,,,,
TBZ ,52.000,111.000,P,0,9.573,0.039,79,,,,,,,,,,,
BST ,79.000,191.000,P,0,13.843,-0.055,79,,,,,,,,,,,
,,,,,,,79,2012-08-15 09:11:16.447,38.402,46.710,8.087,1.700,14.000,4.000,75.000,0.190,0.200,-0.100
ZANG,7.000,64.000,P,0,2.578,0.013,80,,,,,,,,,,,
ORNG,11.000,330.000,P,0,3.128,0.125,80,,,,,,,,,,,
HIGH,13.000,123.000,P,0,3.168,-0.182,80,,,,,,,,,,,
VRDN,16.000,284.000,P,0,3.748,-0.014,80,,,,,,,,,,,
BLVR,17.000,199.000,P,0,3.958,0.104,80,,,,,,,,,,,
NMVR,17.000,227.000,P,0,3.838,-0.035,80,,,,,,,,,,,
AZGN,19.000,316.000,P,0,4.118,-0.106,80,,,,,,,,,,,
SRND,19.000,123.000,P,0,4.268,0.013,80,,,,,,,,,,,
KVCH,21.000,113.000,P,0,4.518,0.037,80,,,,,,,,,,,
MGSL,25.000,233.000,P,0,5.078,0.003,80,,,,,,,,,,,
HMLO,25.000,70.000,P,4,55.818,-9.327,80,,,,,,,,,,,
FRMZ,25.000,59.000,P,0,5.228,0.060,80,,,,,,,,,,,
KRNG,28.000,278.000,P,0,5.498,-0.015,80,,,,,,,,,,,
GOLJ,33.000,89.000,P,4,57.108,-9.348,80,,,,,,,,,,,
TBZ ,60.000,108.000,P,0,10.688,0.071,80,,,,,,,,,,,
,,,,,,,80,2012-08-15 09:25:49.082,38.404,46.797,9.522,2.200,15.000,7.000,88.000,0.090,0.200,0.000
GZCH,2.000,351.000,P,0,2.638,-0.078,81,,,,,,,,,,,
ZANG,6.000,82.000,P,0,2.798,-0.139,81,,,,,,,,,,,
ORNG,9.000,323.000,P,0,3.268,0.126,81,,,,,,,,,,,
HIGH,14.000,130.000,P,0,3.708,-0.070,81,,,,,,,,,,,
VRDN,16.000,277.000,P,0,3.968,0.039,81,,,,,,,,,,,
AZGN,18.000,312.000,P,0,4.128,-0.068,81,,,,,,,,,,,
NMVR,19.000,223.000,P,0,4.308,0.022,81,,,,,,,,,,,
BLVR,19.000,197.000,P,0,4.498,0.161,81,,,,,,,,,,,
SRND,21.000,127.000,P,0,4.668,0.074,81,,,,,,,,,,,
KVCH,22.000,118.000,P,0,4.898,0.133,81,,,,,,,,,,,
FRMZ,24.000,63.000,P,0,5.198,0.077,81,,,,,,,,,,,
HMLO,24.000,75.000,P,4,48.438,-16.719,81,,,,,,,,,,,
MGSL,26.000,229.000,P,0,5.378,-0.009,81,,,,,,,,,,,
KRNG,27.000,274.000,P,0,5.558,-0.011,81,,,,,,,,,,,
GOLJ,33.000,92.000,P,0,6.528,0.012,81,,,,,,,,,,,
TBZ ,60.000,110.000,P,0,10.718,-0.024,81,,,,,,,,,,,
BST ,81.000,186.000,P,0,13.848,-0.179,81,,,,,,,,,,,
,,,,,,,81,2012-08-15 10:00:34.872,38.423,46.797,12.636,2.600,17.000,2.000,71.000,0.100,0.200,0.000
ZANG,3.000,351.000,P,0,2.444,-0.158,82,,,,,,,,,,,
GZCH,8.000,303.000,P,0,2.874,-0.025,82,,,,,,,,,,,
HIGH,8.000,145.000,P,0,2.894,-0.054,82,,,,,,,,,,,
SRND,14.000,135.000,P,0,3.684,0.066,82,,,,,,,,,,,
KVCH,15.000,122.000,P,0,3.794,0.058,82,,,,,,,,,,,
ORNG,15.000,310.000,P,0,3.924,0.173,82,,,,,,,,,,,
HMLO,19.000,63.000,P,4,55.054,-9.286,82,,,,,,,,,,,
BLVR,20.000,217.000,P,0,4.564,0.199,82,,,,,,,,,,,
FRMZ,20.000,49.000,P,0,4.554,0.090,82,,,,,,,,,,,
NMVR,22.000,239.000,P,0,4.824,0.116,82,,,,,,,,,,,
VRDN,23.000,281.000,P,0,4.824,0.025,82,,,,,,,,,,,
AZGN,24.000,306.000,P,0,4.974,-0.090,82,,,,,,,,,,,
GOLJ,27.000,88.000,P,0,5.454,-0.039,82,,,,,,,,,,,
HRS ,29.000,252.000,P,0,5.594,-0.343,82,,,,,,,,,,,
MGSL,30.000,241.000,P,0,6.054,0.130,82,,,,,,,,,,,
KRNG,34.000,277.000,P,0,6.584,0.044,82,,,,,,,,,,,
TBZ ,54.000,110.000,P,0,9.664,0.005,82,,,,,,,,,,,
BST ,79.000,191.000,P,0,13.624,-0.161,82,,,,,,,,,,,
,,,,,,,82,2012-08-15 10:16:00.726,38.401,46.724,11.391,2.700,18.000,3.000,57.000,0.140,0.200,0.000
HIGH,6.000,203.000,P,0,1.867,-0.022,83,,,,,,,,,,,
KVCH,9.000,143.000,P,0,2.327,0.014,83,,,,,,,,,,,
ZANG,9.000,298.000,P,0,2.287,-0.013,83,,,,,,,,,,,
SRND,10.000,163.000,P,0,2.447,0.008,83,,,,,,,,,,,
HMLO,14.000,45.000,P,4,54.017,-9.208,83,,,,,,,,,,,
GZCH,15.000,290.000,P,0,3.337,-0.057,83,,,,,,,,,,,
FRMZ,16.000,30.000,P,0,3.807,0.177,83,,,,,,,,,,,
GOLJ,19.000,85.000,P,0,4.247,0.005,83,,,,,,,,,,,
ORNG,22.000,299.000,P,0,4.697,0.104,83,,,,,,,,,,,
BLVR,24.000,232.000,P,0,5.167,0.173,83,,,,,,,,,,,
NMVR,28.000,248.000,P,0,5.647,-0.016,83,,,,,,,,,,,
VRDN,30.000,280.000,P,0,5.867,-0.093,83,,,,,,,,,,,
AZGN,31.000,299.000,P,0,5.977,-0.152,83,,,,,,,,,,,
MGSL,36.000,248.000,P,0,7.017,0.040,83,,,,,,,,,,,
TBZ ,47.000,112.000,P,0,8.597,-0.133,83,,,,,,,,,,,
,,,,,,,83,2012-08-15 10:53:24.653,38.393,46.642,3.988,2.400,15.000,6.000,89.000,0.100,0.224,-0.100
ZANG,3.000,325.000,P,0,1.288,-0.065,84,,,,,,,,,,,
HIGH,8.000,155.000,P,0,2.168,-0.019,84,,,,,,,,,,,
GZCH,9.000,294.000,P,0,2.298,0.105,84,,,,,,,,,,,
SRND,14.000,141.000,P,0,3.278,0.002,84,,,,,,,,,,,
KVCH,14.000,127.000,P,0,3.358,-0.001,84,,,,,,,,,,,
ORNG,16.000,305.000,P,0,3.708,0.114,84,,,,,,,,,,,
HMLO,18.000,63.000,P,4,54.648,-9.320,84,,,,,,,,,,,
FRMZ,19.000,49.000,P,0,4.228,0.106,84,,,,,,,,,,,
BLVR,21.000,218.000,P,0,4.628,0.123,84,,,,,,,,,,,
NMVR,23.000,239.000,P,0,4.898,-0.015,84,,,,,,,,,,,
VRDN,24.000,278.000,P,0,4.898,-0.053,84,,,,,,,,,,,
AZGN,25.000,303.000,P,0,5.038,-0.118,84,,,,,,,,,,,
GOLJ,25.000,90.000,P,0,5.288,-0.043,84,,,,,,,,,,,
HRS ,31.000,251.000,P,4,5.648,-0.600,84,,,,,,,,,,,
MGSL,31.000,240.000,P,0,6.218,-0.033,84,,,,,,,,,,,
KRNG,35.000,276.000,P,0,6.788,-0.063,84,,,,,,,,,,,
BST ,80.000,191.000,P,4,13.978,-0.358,84,,,,,,,,,,,
,,,,,,,84,2012-08-15 10:56:56.952,38.409,46.711,3.540,2.900,17.000,3.000,83.000,0.090,0.200,-0.100
HIGH,6.000,177.000,P,0,1.808,-0.073,85,,,,,,,,,,,
ZANG,6.000,306.000,P,0,1.848,0.026,85,,,,,,,,,,,
SRND,11.000,150.000,P,0,2.738,-0.003,85,,,,,,,,,,,
KVCH,11.000,133.000,P,0,2.758,0.017,85,,,,,,,,,,,
GZCH,12.000,293.000,P,0,2.908,0.036,85,,,,,,,,,,,
HMLO,16.000,54.000,P,4,54.298,-9.260,85,,,,,,,,,,,
FRMZ,17.000,39.000,P,0,3.988,0.142,85,,,,,,,,,,,
BLVR,22.000,227.000,P,0,4.808,0.118,85,,,,,,,,,,,
GOLJ,22.000,87.000,P,0,4.678,-0.066,85,,,,,,,,,,,
NMVR,26.000,245.000,P,0,5.288,0.021,85,,,,,,,,,,,
VRDN,27.000,280.000,P,0,5.398,-0.091,85,,,,,,,,,,,
AZGN,28.000,301.000,P,0,5.568,-0.118,85,,,,,,,,,,,
MGSL,33.000,245.000,P,0,6.618,0.027,85,,,,,,,,,,,
,,,,,,,85,2012-08-15 11:23:43.842,38.398,46.674,3.868,1.900,13.000,6.000,92.000,0.080,0.224,-0.100
GZCH,4.000,328.000,P,0,2.374,-0.033,86,,,,,,,,,,,
ZANG,5.000,58.000,P,0,2.324,-0.145,86,,,,,,,,,,,
ORNG,12.000,321.000,P,0,3.334,0.192,86,,,,,,,,,,,
SRND,18.000,127.000,P,0,4.084,0.019,86,,,,,,,,,,,
VRDN,18.000,281.000,P,0,4.124,0.068,86,,,,,,,,,,,
BLVR,18.000,204.000,P,0,4.204,0.159,86,,,,,,,,,,,
NMVR,19.000,230.000,P,0,4.224,0.065,86,,,,,,,,,,,
KVCH,19.000,117.000,P,0,4.304,0.052,86,,,,,,,,,,,
AZGN,20.000,312.000,P,0,4.354,-0.055,86,,,,,,,,,,,
HMLO,23.000,69.000,P,4,55.534,-9.305,86,,,,,,,,,,,
FRMZ,23.000,58.000,P,0,4.944,0.068,86,,,,,,,,,,,
HRS ,26.000,247.000,P,0,4.864,-0.433,86,,,,,,,,,,,
MGSL,26.000,235.000,P,0,5.454,0.085,86,,,,,,,,,,,
KRNG,30.000,277.000,P,0,5.874,0.062,86,,,,,,,,,,,
GOLJ,31.000,90.000,P,0,6.094,-0.054,86,,,,,,,,,,,
TBZ ,58.000,109.000,P,0,10.334,-0.013,86,,,,,,,,,,,
,,,,,,,86,2012-08-15 11:27:05.856,38.408,46.775,9.976,2.300,16.000,4.000,88.000,0.150,0.141,0.000
HIGH,5.000,167.000,P,0,1.627,-0.081,87,,,,,,,,,,,
ZANG,6.000,320.000,P,0,1.907,0.039,87,,,,,,,,,,,
SRND,11.000,143.000,P,0,2.607,-0.019,87,,,,,,,,,,,
KVCH,11.000,125.000,P,0,2.727,0.016,87,,,,,,,,,,,
GZCH,12.000,300.000,P,0,2.897,0.053,87,,,,,,,,,,,
HMLO,17.000,52.000,P,4,54.507,-9.288,87,,,,,,,,,,,
FRMZ,19.000,38.000,P,0,4.217,0.119,87,,,,,,,,,,,
BLVR,21.000,228.000,P,0,4.607,0.165,87,,,,,,,,,,,
GOLJ,23.000,84.000,P,0,4.817,-0.079,87,,,,,,,,,,,
NMVR,24.000,247.000,P,0,5.077,0.024,87,,,,,,,,,,,
VRDN,27.000,283.000,P,0,5.347,-0.052,87,,,,,,,,,,,
AZGN,28.000,304.000,P,0,5.607,-0.079,87,,,,,,,,,,,
MGSL,32.000,246.000,P,0,6.357,-0.028,87,,,,,,,,,,,
KRNG,38.000,279.000,P,0,7.167,-0.091,87,,,,,,,,,,,
TBZ ,50.000,110.000,P,0,9.317,0.049,87,,,,,,,,,,,
,,,,,,,87,2012-08-15 11:39:28.983,38.387,46.683,3.886,2.000,15.000,5.000,78.000,0.080,0.224,-0.100
GZCH,6.000,4.000,P,0,2.332,-0.003,88,,,,,,,,,,,
ZANG,8.000,53.000,P,0,2.522,-0.077,88,,,,,,,,,,,
ORNG,13.000,338.000,P,0,3.302,0.182,88,,,,,,,,,,,
HIGH,13.000,113.000,P,0,3.122,-0.076,88,,,,,,,,,,,
BLVR,15.000,199.000,P,0,3.512,0.072,88,,,,,,,,,,,
NMVR,15.000,231.000,P,0,3.542,0.033,88,,,,,,,,,,,
VRDN,16.000,292.000,P,0,3.692,0.002,88,,,,,,,,,,,
SRND,19.000,116.000,P,0,4.052,-0.075,88,,,,,,,,,,,
AZGN,20.000,322.000,P,0,4.262,-0.088,88,,,,,,,,,,,
KVCH,21.000,107.000,P,0,4.512,0.099,88,,,,,,,,,,,
MGSL,23.000,236.000,P,0,4.702,-0.047,88,,,,,,,,,,,
HMLO,26.000,66.000,P,4,56.152,-9.189,88,,,,,,,,,,,
KRNG,27.000,283.000,P,0,5.392,-0.058,88,,,,,,,,,,,
GOLJ,34.000,85.000,P,0,6.672,0.074,88,,,,,,,,,,,
,,,,,,,88,2012-08-15 12:03:56.688,38.385,46.805,8.350,1.600,14.000,6.000,84.000,0.090,0.200,0.000
ZANG,2.000,253.000,P,0,1.181,-0.145,89,,,,,,,,,,,
MHTR,4.000,352.000,P,0,1.551,0.098,89,,,,,,,,,,,
GZCH,8.000,273.000,P,0,2.241,0.059,89,,,,,,,,,,,
HIGH,11.000,164.000,P,0,2.711,0.015,89,,,,,,,,,,,
ORNG,15.000,294.000,P,0,3.531,0.115,89,,,,,,,,,,,
HMLO,16.000,72.000,P,4,54.321,-9.338,89,,,,,,,,,,,
FRMZ,16.000,55.000,P,0,3.761,0.057,89,,,,,,,,,,,
KVCH,16.000,137.000,P,0,3.641,-0.017,89,,,,,,,,,,,
SRND,16.000,150.000,P,0,3.701,0.028,89,,,,,,,,,,,
AZGN,24.000,296.000,P,0,4.861,-0.116,89,,,,,,,,,,,
BLVR,24.000,215.000,P,0,5.121,0.146,89,,,,,,,,,,,
VRDN,24.000,271.000,P,0,4.981,-0.019,89,,,,,,,,,,,
GOLJ,25.000,97.000,P,0,5.181,-0.061,89,,,,,,,,,,,
NMVR,26.000,234.000,P,0,5.251,-0.026,89,,,,,,,,,,,
HRS ,32.000,246.000,P,4,5.911,-0.602,89,,,,,,,,,,,
MGSL,33.000,236.000,P,0,6.561,-0.026,89,,,,,,,,,,,
KRNG,35.000,271.000,P,0,6.841,-0.069,89,,,,,,,,,,,
TBZ ,53.000,115.000,P,4,9.861,-0.060,89,,,,,,,,,,,
BST ,83.000,191.000,P,4,14.561,-0.248,89,,,,,,,,,,,
,,,,,,,89,2012-08-15 13:19:00.839,38.436,46.704,3.650,2.200,19.000,2.000,62.000,0.090,0.200,-0.100
ZANG,4.000,50.000,P,0,2.508,-0.164,90,,,,,,,,,,,
GZCH,5.000,317.000,P,0,2.628,-0.066,90,,,,,,,,,,,
MHTR,8.000,34.000,P,0,2.928,-0.050,90,,,,,,,,,,,
HIGH,11.000,133.000,P,0,3.248,-0.038,90,,,,,,,,,,,
ORNG,12.000,317.000,P,0,3.568,0.183,90,,,,,,,,,,,
SRND,17.000,129.000,P,0,4.148,0.090,90,,,,,,,,,,,
KVCH,18.000,119.000,P,0,4.298,0.078,90,,,,,,,,,,,
VRDN,19.000,281.000,P,0,4.368,0.068,90,,,,,,,,,,,
BLVR,19.000,207.000,P,0,4.458,0.239,90,,,,,,,,,,,
NMVR,20.000,232.000,P,0,4.478,0.101,90,,,,,,,,,,,
AZGN,21.000,310.000,P,0,4.538,-0.065,90,,,,,,,,,,,
HMLO,22.000,69.000,P,4,55.528,-9.235,90,,,,,,,,,,,
FRMZ,22.000,56.000,P,0,4.888,0.079,90,,,,,,,,,,,
HRS ,27.000,248.000,P,0,5.148,-0.353,90,,,,,,,,,,,
MGSL,27.000,236.000,P,0,5.668,0.114,90,,,,,,,,,,,
GOLJ,30.000,90.000,P,0,5.998,-0.025,90,,,,,,,,,,,
KRNG,31.000,277.000,P,0,6.058,0.050,90,,,,,,,,,,,
TBZ ,57.000,110.000,P,0,10.218,0.011,90,,,,,,,,,,,
BST ,79.000,188.000,P,0,13.608,-0.217,90,,,,,,,,,,,
,,,,,,,90,2012-08-15 13:34:32.992,38.408,46.763,11.695,3.000,19.000,4.000,76.000,0.150,0.200,0.000
MHTR,5.000,354.000,P,0,2.854,-0.054,91,,,,,,,,,,,
GZCH,9.000,282.000,P,0,3.124,-0.042,91,,,,,,,,,,,
HIGH,10.000,162.000,P,0,3.234,-0.052,91,,,,,,,,,,,
KVCH,15.000,134.000,P,0,3.914,0.022,91,,,,,,,,,,,
SRND,15.000,147.000,P,0,3.954,0.086,91,,,,,,,,,,,
HMLO,16.000,68.000,P,4,54.844,-9.240,91,,,,,,,,,,,
FRMZ,17.000,51.000,P,0,4.264,0.112,91,,,,,,,,,,,
GOLJ,25.000,94.000,P,0,5.274,-0.023,91,,,,,,,,,,,
VRDN,24.000,274.000,P,0,5.144,0.045,91,,,,,,,,,,,
AZGN,25.000,299.000,P,0,5.144,-0.026,91,,,,,,,,,,,
NMVR,25.000,236.000,P,0,5.394,0.174,91,,,,,,,,,,,
HRS ,32.000,248.000,P,0,6.064,-0.324,91,,,,,,,,,,,
MGSL,33.000,238.000,P,0,6.574,0.159,91,,,,,,,,,,,
KRNG,36.000,273.000,P,0,6.894,0.065,91,,,,,,,,,,,
TBZ ,53.000,113.000,P,0,9.514,-0.048,91,,,,,,,,,,,
BST ,82.000,191.000,P,0,14.184,-0.058,91,,,,,,,,,,,
,,,,,,,91,2012-08-15 13:37:05.666,38.424,46.704,12.948,2.000,16.000,5.000,57.000,0.120,0.200,0.000
HIGH,6.000,174.000,P,0,1.726,-0.070,92,,,,,,,,,,,
ZANG,6.000,313.000,P,0,1.856,-0.039,92,,,,,,,,,,,
MHTR,9.000,342.000,P,0,2.456,0.085,92,,,,,,,,,,,
SRND,11.000,147.000,P,0,2.696,0.036,92,,,,,,,,,,,
KVCH,11.000,129.000,P,0,2.646,-0.055,92,,,,,,,,,,,
GZCH,12.000,297.000,P,0,2.956,0.053,92,,,,,,,,,,,
HMLO,16.000,53.000,P,4,54.366,-9.279,92,,,,,,,,,,,
FRMZ,18.000,38.000,P,0,4.036,0.087,92,,,,,,,,,,,
BLVR,22.000,228.000,P,0,4.826,0.278,92,,,,,,,,,,,
GOLJ,23.000,85.000,P,0,4.686,-0.085,92,,,,,,,,,,,
NMVR,25.000,246.000,P,0,5.276,0.124,92,,,,,,,,,,,
VRDN,27.000,281.000,P,0,5.466,0.020,92,,,,,,,,,,,
AZGN,28.000,303.000,P,0,5.626,-0.065,92,,,,,,,,,,,
MGSL,33.000,246.000,P,0,6.576,0.099,92,,,,,,,,,,,
HRS ,33.000,256.000,P,0,6.106,-0.453,92,,,,,,,,,,,
KRNG,38.000,278.000,P,0,7.296,-0.015,92,,,,,,,,,,,
TBZ ,49.000,111.000,P,0,9.266,0.079,92,,,,,,,,,,,
BST ,79.000,194.000,P,0,14.026,-0.040,92,,,,,,,,,,,
,,,,,,,92,2012-08-15 13:38:50.864,38.392,46.677,4.073,2.300,18.000,6.000,55.000,0.150,0.200,-0.100
GZCH,6.000,353.000,P,0,2.464,-0.009,93,,,,,,,,,,,
ZANG,7.000,46.000,P,0,2.444,-0.168,93,,,,,,,,,,,
HIGH,12.000,114.000,P,0,2.984,-0.118,93,,,,,,,,,,,
MHTR,12.000,36.000,P,0,3.094,-0.051,93,,,,,,,,,,,
ORNG,13.000,333.000,P,0,3.504,0.213,93,,,,,,,,,,,
BLVR,15.000,204.000,P,0,3.724,0.182,93,,,,,,,,,,,
NMVR,16.000,235.000,P,0,3.824,0.124,93,,,,,,,,,,,
SRND,18.000,117.000,P,0,4.024,0.038,93,,,,,,,,,,,
VRDN,18.000,291.000,P,0,4.014,0.083,93,,,,,,,,,,,
KVCH,19.000,108.000,P,0,4.314,0.056,93,,,,,,,,,,,
AZGN,21.000,319.000,P,0,4.474,-0.064,93,,,,,,,,,,,
HRS ,23.000,252.000,P,0,4.534,-0.390,93,,,,,,,,,,,
MGSL,24.000,238.000,P,0,5.054,0.120,93,,,,,,,,,,,
FRMZ,26.000,54.000,P,0,5.334,0.039,93,,,,,,,,,,,
GOLJ,33.000,85.000,P,0,6.364,-0.034,93,,,,,,,,,,,
TBZ ,58.000,106.000,P,0,10.554,0.119,93,,,,,,,,,,,
BST ,76.000,187.000,P,0,13.204,-0.138,93,,,,,,,,,,,
,,,,,,,93,2012-08-15 14:02:40.986,38.383,46.791,9.204,2.000,17.000,6.000,70.000,0.150,0.200,-0.100
NMVR,10.000,190.000,P,0,2.968,0.093,94,,,,,,,,,,,
GZCH,12.000,61.000,P,0,3.138,-0.033,94,,,,,,,,,,,
ORNG,12.000,25.000,P,0,3.358,0.157,94,,,,,,,,,,,
HRS ,13.000,234.000,P,0,3.178,-0.249,94,,,,,,,,,,,
BLVR,15.000,160.000,P,4,3.638,0.050,94,,,,,,,,,,,
AZGN,16.000,350.000,P,0,3.668,-0.044,94,,,,,,,,,,,
MGSL,16.000,214.000,P,0,3.808,0.093,94,,,,,,,,,,,
KRNG,18.000,289.000,P,0,4.018,0.082,94,,,,,,,,,,,
ZANG,17.000,74.000,P,0,3.878,-0.082,94,,,,,,,,,,,
MHTR,20.000,64.000,P,0,4.338,-0.101,94,,,,,,,,,,,
HIGH,22.000,104.000,P,0,4.728,-0.030,94,,,,,,,,,,,
SRND,28.000,108.000,P,0,5.738,0.059,94,,,,,,,,,,,
KVCH,30.000,102.000,P,0,6.108,0.092,94,,,,,,,,,,,
GOLJ,44.000,87.000,P,0,8.178,0.015,94,,,,,,,,,,,
