sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
HRS ,29.000,246.000,P,0,5.497,-0.392,3,,,,,,,,,,,
MGSL,30.000,235.000,P,0,6.107,0.150,3,,,,,,,,,,,
KRNG,33.000,273.000,P,0,6.377,0.070,3,,,,,,,,,,,
GRVN,43.000,245.000,P,4,59.697,-8.314,3,,,,,,,,,,,
TBZ ,56.000,112.000,P,0,9.977,0.001,3,,,,,,,,,,,
BST ,81.000,189.000,P,0,13.957,-0.177,3,,,,,,,,,,,
,,,,,,,3,2012-08-14 12:33:17.923,38.423,46.738,11.060,3.100,15.000,1.000,100.000,0.160,0.200,0.000
HIGH,7.000,183.000,P,0,1.808,-0.045,4,,,,,,,,,,,
ZANG,7.000,302.000,P,0,1.888,0.029,4,,,,,,,,,,,
SRND,11.000,154.000,P,0,2.678,0.009,4,,,,,,,,,,,
FRMZ,17.000,37.000,P,0,3.948,0.149,4,,,,,,,,,,,
GOLJ,22.000,87.000,P,0,4.548,-0.117,4,,,,,,,,,,,
BLVR,23.000,228.000,P,0,4.978,0.142,4,,,,,,,,,,,
NMVR,26.000,245.000,P,0,5.488,0.059,4,,,,,,,,,,,
VRDN,28.000,279.000,P,0,5.628,-0.020,4,,,,,,,,,,,
AZGN,29.000,300.000,P,0,5.738,-0.085,4,,,,,,,,,,,
MGSL,34.000,245.000,P,0,6.748,-0.004,4,,,,,,,,,,,
KRNG,39.000,277.000,P,0,7.438,-0.083,4,,,,,,,,,,,
GRVN,48.000,251.000,P,4,0.408,-8.622,4,,,,,,,,,,,
,,,,,,,4,2012-08-14 12:34:10.392,38.399,46.666,3.502,2.700,12.000,7.000,95.000,0.090,0.224,-0.100
HIGH,6.000,176.000,P,0,1.751,-0.072,5,,,,,,,,,,,
ZANG,6.000,308.000,P,0,1.901,0.061,5,,,,,,,,,,,
SRND,11.000,149.000,P,0,2.691,0.003,5,,,,,,,,,,,
KVCH,11.000,131.000,P,0,2.701,0.001,5,,,,,,,,,,,
FRMZ,18.000,38.000,P,0,4.031,0.132,5,,,,,,,,,,,
BLVR,22.000,227.000,P,0,4.801,0.143,5,,,,,,,,,,,
GOLJ,22.000,86.000,P,0,4.671,-0.089,5,,,,,,,,,,,
NMVR,26.000,245.000,P,0,5.271,0.023,5,,,,,,,,,,,
AZGN,28.000,302.000,P,0,5.591,-0.126,5,,,,,,,,,,,
MGSL,33.000,245.000,P,0,6.631,0.057,5,,,,,,,,,,,
KRNG,38.000,277.000,P,0,7.271,-0.099,5,,,,,,,,,,,
GRVN,47.000,251.000,P,4,0.281,-8.573,5,,,,,,,,,,,
,,,,,,,5,2012-08-14 13:58:41.259,38.395,46.675,3.805,2.000,12.000,6.000,89.000,0.100,0.224,-0.100
ZANG,4.000,111.000,P,0,3.015,-0.245,6,,,,,,,,,,,
ORNG,9.000,305.000,P,0,3.545,0.074,6,,,,,,,,,,,
VRZ1,12.000,55.000,P,0,3.905,0.163,6,,,,,,,,,,,
HIGH,15.000,141.000,P,0,3.995,-0.117,6,,,,,,,,,,,
AZGN,18.000,302.000,P,0,4.425,-0.018,6,,,,,,,,,,,
SRND,21.000,136.000,P,0,4.915,0.082,6,,,,,,,,,,,
KVCH,21.000,126.000,P,0,4.965,0.032,6,,,,,,,,,,,
NMVR,21.000,222.000,P,0,5.045,0.135,6,,,,,,,,,,,
BLVR,22.000,200.000,P,0,5.155,0.217,6,,,,,,,,,,,
HRS ,27.000,239.000,P,0,5.485,-0.330,6,,,,,,,,,,,
MGSL,29.000,228.000,P,0,6.105,0.132,6,,,,,,,,,,,
KRNG,29.000,269.000,P,0,6.005,0.029,6,,,,,,,,,,,
GOLJ,31.000,97.000,P,0,6.365,-0.033,6,,,,,,,,,,,
GRVN,41.000,240.000,P,4,59.645,-8.189,6,,,,,,,,,,,
TABZ,58.000,137.000,P,4,11.265,0.820,6,,,,,,,,,,,
TBZ ,60.000,113.000,P,0,10.635,-0.027,6,,,,,,,,,,,
BST ,83.000,187.000,P,0,14.395,-0.063,6,,,,,,,,,,,
,,,,,,,6,2012-08-14 14:02:25.935,38.444,46.776,15.409,4.900,17.000,4.000,109.000,0.160,0.200,0.000
HIGH,6.000,199.000,P,0,1.661,-0.062,7,,,,,,,,,,,
KVCH,9.000,137.000,P,0,2.291,0.012,7,,,,,,,,,,,
ZANG,8.000,303.000,P,0,2.191,-0.029,7,,,,,,,,,,,
SRND,9.000,158.000,P,0,2.411,0.064,7,,,,,,,,,,,
VRZ1,13.000,353.000,P,0,3.071,0.007,7,,,,,,,,,,,
FRMZ,17.000,31.000,P,0,3.891,0.079,7,,,,,,,,,,,
GOLJ,20.000,83.000,P,0,4.321,-0.082,7,,,,,,,,,,,
ORNG,22.000,302.000,P,0,4.721,0.143,7,,,,,,,,,,,
BLVR,23.000,232.000,P,0,5.181,0.310,7,,,,,,,,,,,
NMVR,27.000,249.000,P,0,5.641,0.082,7,,,,,,,,,,,
VRDN,29.000,281.000,P,0,5.921,0.017,7,,,,,,,,,,,
AZGN,31.000,301.000,P,0,6.041,-0.077,7,,,,,,,,,,,
MGSL,35.000,248.000,P,0,6.941,0.069,7,,,,,,,,,,,
HRS ,35.000,257.000,P,0,6.551,-0.434,7,,,,,,,,,,,
TABZ,46.000,142.000,P,4,9.621,0.898,7,,,,,,,,,,,
TBZ ,47.000,111.000,P,0,8.821,-0.012,7,,,,,,,,,,,
BST ,79.000,195.000,P,0,14.061,-0.092,7,,,,,,,,,,,
,,,,,,,7,2012-08-14 15:48:20.059,38.388,46.649,3.701,3.700,17.000,6.000,53.000,0.160,0.200,-0.100
ZANG,7.000,298.000,P,0,2.025,0.011,8,,,,,,,,,,,
KVCH,10.000,139.000,P,0,2.465,-0.032,8,,,,,,,,,,,
SRND,11.000,158.000,P,0,2.595,0.013,8,,,,,,,,,,,
FRMZ,16.000,34.000,P,0,3.815,0.110,8,,,,,,,,,,,
GOLJ,21.000,86.000,P,0,4.415,-0.077,8,,,,,,,,,,,
ORNG,21.000,300.000,P,0,4.485,0.072,8,,,,,,,,,,,
BLVR,24.000,229.000,P,0,5.055,0.106,8,,,,,,,,,,,
NMVR,27.000,246.000,P,0,5.515,-0.057,8,,,,,,,,,,,
VRDN,29.000,279.000,P,0,5.675,-0.127,8,,,,,,,,,,,
AZGN,30.000,300.000,P,4,41.695,-24.267,8,,,,,,,,,,,
MGSL,35.000,246.000,P,0,6.965,0.077,8,,,,,,,,,,,
KRNG,40.000,277.000,P,4,7.505,-0.171,8,,,,,,,,,,,
,,,,,,,8,2012-08-14 17:05:17.855,38.399,46.655,3.546,1.900,12.000,7.000,94.000,0.100,0.200,-0.100
ZANG,3.000,56.000,P,0,2.437,-0.176,9,,,,,,,,,,,
ORNG,12.000,313.000,P,0,3.517,0.179,9,,,,,,,,,,,
SRND,17.000,132.000,P,0,4.087,0.015,9,,,,,,,,,,,
KVCH,18.000,121.000,P,0,4.207,-0.006,9,,,,,,,,,,,
VRDN,20.000,278.000,P,0,4.377,0.049,9,,,,,,,,,,,
BLVR,19.000,207.000,P,0,4.547,0.219,9,,,,,,,,,,,
NMVR,20.000,231.000,P,0,4.577,0.099,9,,,,,,,,,,,
FRMZ,22.000,57.000,P,0,4.717,0.025,9,,,,,,,,,,,
HRS ,27.000,247.000,P,0,5.137,-0.456,9,,,,,,,,,,,
MGSL,28.000,235.000,P,0,5.707,0.046,9,,,,,,,,,,,
GOLJ,30.000,91.000,P,0,5.937,-0.022,9,,,,,,,,,,,
KRNG,31.000,275.000,P,0,6.077,0.026,9,,,,,,,,,,,
,,,,,,,9,2012-08-14 17:19:59.153,38.415,46.758,11.527,2.000,12.000,3.000,102.000,0.170,0.200,0.000
ZANG,1.000,46.000,P,0,2.298,-0.165,10,,,,,,,,,,,
ORNG,13.000,305.000,P,0,3.588,0.210,10,,,,,,,,,,,
SRND,17.000,138.000,P,0,3.968,0.017,10,,,,,,,,,,,
KVCH,17.000,127.000,P,0,4.048,0.007,10,,,,,,,,,,,
FRMZ,20.000,57.000,P,0,4.448,0.086,10,,,,,,,,,,,
BLVR,21.000,210.000,P,0,4.718,0.171,10,,,,,,,,,,,
VRDN,21.000,275.000,P,0,4.578,0.038,10,,,,,,,,,,,
AZGN,22.000,303.000,P,0,4.618,-0.057,10,,,,,,,,,,,
NMVR,22.000,232.000,P,0,4.848,0.103,10,,,,,,,,,,,
GOLJ,28.000,93.000,P,0,5.588,-0.085,10,,,,,,,,,,,
HRS ,29.000,246.000,P,0,5.468,-0.417,10,,,,,,,,,,,
MGSL,30.000,235.000,P,0,6.058,0.104,10,,,,,,,,,,,
KRNG,33.000,273.000,P,0,6.288,-0.014,10,,,,,,,,,,,
,,,,,,,10,2012-08-14 18:03:34.872,38.424,46.738,10.919,1.900,13.000,1.000,100.000,0.160,0.200,0.000
ZANG,7.000,72.000,P,0,2.814,-0.182,11,,,,,,,,,,,
ORNG,10.000,330.000,P,0,3.364,0.143,11,,,,,,,,,,,
HIGH,14.000,124.000,P,4,58.254,-5.483,11,,,,,,,,,,,
VRDN,16.000,282.000,P,0,3.984,0.099,11,,,,,,,,,,,
NMVR,17.000,224.000,P,0,4.194,0.088,11,,,,,,,,,,,
BLVR,18.000,197.000,P,0,4.314,0.169,11,,,,,,,,,,,
AZGN,18.000,316.000,P,0,4.204,-0.060,11,,,,,,,,,,,
SRND,20.000,124.000,P,0,4.554,0.003,11,,,,,,,,,,,
KVCH,21.000,115.000,P,0,4.784,0.031,11,,,,,,,,,,,
HRS ,23.000,244.000,P,0,4.664,-0.424,11,,,,,,,,,,,
MGSL,25.000,231.000,P,0,5.264,0.063,11,,,,,,,,,,,
FRMZ,25.000,61.000,P,0,5.324,0.042,11,,,,,,,,,,,
KRNG,27.000,277.000,P,0,5.574,0.070,11,,,,,,,,,,,
GOLJ,33.000,90.000,P,0,6.574,-0.022,11,,,,,,,,,,,
,,,,,,,11,2012-08-14 18:27:32.136,38.411,46.803,12.638,1.900,14.000,7.000,90.000,0.160,0.200,0.000
ORNG,10.000,3.000,P,0,2.767,0.137,12,,,,,,,,,,,
VRDN,11.000,291.000,P,0,2.797,0.007,12,,,,,,,,,,,
ZANG,12.000,76.000,P,0,2.927,-0.146,12,,,,,,,,,,,
NMVR,13.000,210.000,P,0,3.217,0.022,12,,,,,,,,,,,
AZGN,16.000,332.000,P,0,3.497,-0.076,12,,,,,,,,,,,
BLVR,16.000,178.000,P,0,3.677,0.060,12,,,,,,,,,,,
HIGH,18.000,113.000,P,4,34.437,-29.610,12,,,,,,,,,,,
MGSL,20.000,222.000,P,0,4.247,-0.063,12,,,,,,,,,,,
KRNG,22.000,280.000,P,0,4.517,-0.001,12,,,,,,,,,,,
SRND,25.000,115.000,P,0,5.057,0.028,12,,,,,,,,,,,
KVCH,26.000,108.000,P,0,5.437,0.117,12,,,,,,,,,,,
FRMZ,30.000,65.000,P,0,6.017,0.035,12,,,,,,,,,,,
GOLJ,39.000,89.000,P,0,7.437,-0.004,12,,,,,,,,,,,
,,,,,,,12,2012-08-14 18:42:57.733,38.404,46.865,7.786,1.900,13.000,10.000,63.000,0.090,0.200,0.000
ZANG,9.000,55.000,P,0,2.532,-0.037,13,,,,,,,,,,,
HIGH,14.000,110.000,P,0,3.092,-0.127,13,,,,,,,,,,,
BLVR,14.000,196.000,P,0,3.472,0.200,13,,,,,,,,,,,
VRDN,16.000,294.000,P,0,3.642,0.138,13,,,,,,,,,,,
SRND,20.000,114.000,P,0,4.202,0.010,13,,,,,,,,,,,
AZGN,20.000,324.000,P,0,4.242,-0.007,13,,,,,,,,,,,
KVCH,21.000,106.000,P,0,4.552,0.053,13,,,,,,,,,,,
HRS ,21.000,250.000,P,0,4.092,-0.415,13,,,,,,,,,,,
MGSL,22.000,235.000,P,0,4.662,0.106,13,,,,,,,,,,,
KRNG,27.000,284.000,P,0,5.342,0.060,13,,,,,,,,,,,
FRMZ,28.000,57.000,P,0,5.612,0.074,13,,,,,,,,,,,
GOLJ,35.000,85.000,P,0,6.682,-0.052,13,,,,,,,,,,,
,,,,,,,13,2012-08-14 19:40:50.278,38.382,46.815,6.905,1.600,12.000,9.000,89.000,0.160,0.200,0.000
ZANG,1.000,22.000,P,0,2.289,-0.127,14,,,,,,,,,,,
HIGH,10.000,146.000,P,0,3.019,-0.067,14,,,,,,,,,,,
ORNG,13.000,306.000,P,0,3.609,0.192,14,,,,,,,,,,,
SRND,16.000,137.000,P,0,3.889,0.045,14,,,,,,,,,,,
KVCH,17.000,126.000,P,0,3.979,0.036,14,,,,,,,,,,,
FRMZ,20.000,55.000,P,0,4.449,0.083,14,,,,,,,,,,,
BLVR,21.000,212.000,P,0,4.659,0.188,14,,,,,,,,,,,
VRDN,21.000,276.000,P,0,4.619,0.053,14,,,,,,,,,,,
AZGN,22.000,304.000,P,0,4.669,-0.069,14,,,,,,,,,,,
NMVR,22.000,234.000,P,0,4.759,0.057,14,,,,,,,,,,,
GOLJ,28.000,92.000,P,0,5.529,-0.098,14,,,,,,,,,,,
HRS ,29.000,247.000,P,0,5.469,-0.402,14,,,,,,,,,,,
MGSL,30.000,236.000,P,0,6.029,0.106,14,,,,,,,,,,,
KRNG,33.000,274.000,P,0,6.339,0.003,14,,,,,,,,,,,
,,,,,,,14,2012-08-14 19:58:53.571,38.418,46.736,10.572,2.800,14.000,1.000,74.000,0.150,0.200,0.000
ZANG,7.000,35.000,P,0,2.676,-0.155,15,,,,,,,,,,,
HIGH,10.000,114.000,P,0,3.026,-0.089,15,,,,,,,,,,,
ORNG,15.000,330.000,P,0,3.716,0.107,15,,,,,,,,,,,
SRND,16.000,117.000,P,0,3.966,0.079,15,,,,,,,,,,,
NMVR,17.000,239.000,P,0,4.106,0.196,15,,,,,,,,,,,
KVCH,18.000,107.000,P,0,4.246,0.100,15,,,,,,,,,,,
VRDN,19.000,292.000,P,0,4.326,0.087,15,,,,,,,,,,,
AZGN,23.000,318.000,P,0,4.686,-0.127,15,,,,,,,,,,,
FRMZ,25.000,51.000,P,0,5.276,0.028,15,,,,,,,,,,,
HRS ,24.000,254.000,P,0,4.796,-0.331,15,,,,,,,,,,,
MGSL,24.000,241.000,P,0,5.286,0.196,15,,,,,,,,,,,
KRNG,30.000,284.000,P,0,5.956,0.051,15,,,,,,,,,,,
TBZ ,57.000,106.000,P,0,10.226,0.014,15,,,,,,,,,,,
BST ,76.000,187.000,P,0,13.086,-0.158,15,,,,,,,,,,,
,,,,,,,15,2012-08-14 20:10:56.664,38.377,46.777,11.110,3.300,14.000,7.000,72.000,0.150,0.200,0.000
HIGH,5.000,199.000,P,0,1.663,-0.012,16,,,,,,,,,,,
KVCH,9.000,134.000,P,0,2.253,-0.003,16,,,,,,,,,,,
SRND,9.000,156.000,P,0,2.373,0.081,16,,,,,,,,,,,
ZANG,9.000,307.000,P,0,2.203,-0.070,16,,,,,,,,,,,
FRMZ,18.000,30.000,P,0,3.913,0.038,16,,,,,,,,,,,
GOLJ,20.000,82.000,P,4,1.213,-3.201,16,,,,,,,,,,,
ORNG,22.000,303.000,P,0,4.723,0.147,16,,,,,,,,,,,
NMVR,27.000,250.000,P,0,5.653,0.176,16,,,,,,,,,,,
VRDN,29.000,282.000,P,0,5.903,0.035,16,,,,,,,,,,,
AZGN,31.000,302.000,P,0,6.043,-0.068,16,,,,,,,,,,,
MGSL,35.000,249.000,P,0,6.963,0.175,16,,,,,,,,,,,
HRS ,35.000,258.000,P,0,6.533,-0.380,16,,,,,,,,,,,
KRNG,41.000,279.000,P,0,7.733,0.006,16,,,,,,,,,,,
TBZ ,47.000,111.000,P,0,8.743,-0.055,16,,,,,,,,,,,
BST ,79.000,195.000,P,0,13.983,-0.056,16,,,,,,,,,,,
,,,,,,,16,2012-08-14 20:20:32.987,38.383,46.651,3.922,2.900,15.000,5.000,83.000,0.140,0.200,-0.100
HIGH,5.000,174.000,P,0,1.690,-0.108,17,,,,,,,,,,,
ZANG,7.000,314.000,P,0,1.880,-0.094,17,,,,,,,,,,,
KVCH,11.000,128.000,P,0,2.670,0.014,17,,,,,,,,,,,
FRMZ,18.000,37.000,P,0,4.060,0.109,17,,,,,,,,,,,
ORNG,20.000,305.000,P,0,4.290,0.133,17,,,,,,,,,,,
BLVR,22.000,228.000,P,0,4.740,0.237,17,,,,,,,,,,,
GOLJ,23.000,84.000,P,0,4.680,-0.055,17,,,,,,,,,,,
NMVR,25.000,247.000,P,0,5.240,0.117,17,,,,,,,,,,,
VRDN,27.000,282.000,P,0,5.420,-0.017,17,,,,,,,,,,,
AZGN,29.000,303.000,P,0,5.590,-0.106,17,,,,,,,,,,,
MGSL,33.000,246.000,P,0,6.550,0.110,17,,,,,,,,,,,
HRS ,33.000,256.000,P,0,6.060,-0.470,17,,,,,,,,,,,
KRNG,38.000,278.000,P,0,7.430,0.131,17,,,,,,,,,,,
,,,,,,,17,2012-08-14 21:02:33.500,38.389,46.676,4.406,1.700,13.000,5.000,83.000,0.180,0.200,-0.000
ZANG,4.000,55.000,P,0,2.413,-0.080,18,,,,,,,,,,,
HIGH,11.000,132.000,P,0,3.073,-0.122,18,,,,,,,,,,,
ORNG,12.000,318.000,P,0,3.383,0.166,18,,,,,,,,,,,
SRND,18.000,128.000,P,0,4.043,0.016,18,,,,,,,,,,,
BLVR,18.000,206.000,P,0,4.263,0.147,18,,,,,,,,,,,
KVCH,19.000,118.000,P,0,4.243,0.043,18,,,,,,,,,,,
VRDN,19.000,281.000,P,0,4.153,-0.006,18,,,,,,,,,,,
NMVR,19.000,231.000,P,0,4.303,0.047,18,,,,,,,,,,,
AZGN,21.000,310.000,P,0,4.383,-0.099,18,,,,,,,,,,,
FRMZ,23.000,57.000,P,0,4.903,0.099,18,,,,,,,,,,,
MGSL,27.000,235.000,P,0,5.373,-0.088,18,,,,,,,,,,,
KRNG,30.000,277.000,P,0,5.843,-0.064,18,,,,,,,,,,,
GOLJ,30.000,90.000,P,0,6.003,-0.059,18,,,,,,,,,,,
,,,,,,,18,2012-08-14 21:11:55.097,38.409,46.768,10.370,1.200,13.000,4.000,95.000,0.100,0.200,0.000
ORNG,9.000,6.000,P,0,2.995,0.067,19,,,,,,,,,,,
VRDN,10.000,289.000,P,0,3.155,0.113,19,,,,,,,,,,,
ZANG,12.000,80.000,P,0,3.275,-0.150,19,,,,,,,,,,,
NMVR,14.000,206.000,P,0,3.605,0.079,19,,,,,,,,,,,
AZGN,15.000,332.000,P,0,3.685,0.010,19,,,,,,,,,,,
BLVR,17.000,177.000,P,0,4.015,0.073,19,,,,,,,,,,,
HRS ,18.000,235.000,P,0,3.845,-0.412,19,,,,,,,,,,,
HIGH,19.000,114.000,P,0,4.195,-0.141,19,,,,,,,,,,,
MGSL,20.000,220.000,P,0,4.695,0.197,19,,,,,,,,,,,
SRND,25.000,116.000,P,0,5.305,0.062,19,,,,,,,,,,,
KVCH,27.000,109.000,P,0,5.615,0.105,19,,,,,,,,,,,
FRMZ,31.000,67.000,P,0,6.055,0.009,19,,,,,,,,,,,
GOLJ,39.000,90.000,P,0,7.475,-0.013,19,,,,,,,,,,,
,,,,,,,19,2012-08-14 21:17:20.615,38.411,46.870,11.284,1.200,13.000,9.000,60.000,0.160,0.200,0.000
ZANG,2.000,50.000,P,0,2.583,-0.136,20,,,,,,,,,,,
HIGH,11.000,140.000,P,0,3.253,-0.099,20,,,,,,,,,,,
ORNG,13.000,311.000,P,0,3.663,0.193,20,,,,,,,,,,,
SRND,17.000,134.000,P,0,4.123,0.041,20,,,,,,,,,,,
KVCH,18.000,123.000,P,0,4.233,0.027,20,,,,,,,,,,,
BLVR,20.000,209.000,P,0,4.673,0.223,20,,,,,,,,,,,
VRDN,20.000,277.000,P,0,4.543,0.069,20,,,,,,,,,,,
NMVR,21.000,232.000,P,0,4.693,0.071,20,,,,,,,,,,,
FRMZ,21.000,57.000,P,0,4.713,0.070,20,,,,,,,,,,,
AZGN,21.000,306.000,P,0,4.613,-0.071,20,,,,,,,,,,,
HRS ,28.000,247.000,P,0,5.303,-0.429,20,,,,,,,,,,,
MGSL,29.000,235.000,P,0,5.883,0.090,20,,,,,,,,,,,
GOLJ,29.000,91.000,P,0,5.823,-0.062,20,,,,,,,,,,,
KRNG,32.000,275.000,P,0,6.193,0.013,20,,,,,,,,,,,
,,,,,,,20,2012-08-14 21:20:09.087,38.416,46.751,12.359,1.200,14.000,2.000,99.000,0.160,0.200,0.000
ORNG,10.000,354.000,P,0,3.154,0.110,21,,,,,,,,,,,
ZANG,11.000,73.000,P,0,3.074,-0.151,21,,,,,,,,,,,
VRDN,12.000,290.000,P,0,3.414,0.100,21,,,,,,,,,,,
NMVR,14.000,216.000,P,0,3.664,0.109,21,,,,,,,,,,,
BLVR,16.000,184.000,P,0,3.944,0.135,21,,,,,,,,,,,
AZGN,17.000,328.000,P,0,3.864,-0.076,21,,,,,,,,,,,
HIGH,17.000,114.000,P,0,3.894,-0.125,21,,,,,,,,,,,
HRS ,20.000,241.000,P,0,4.004,-0.428,21,,,,,,,,,,,
MGSL,21.000,226.000,P,0,4.644,0.048,21,,,,,,,,,,,
KRNG,23.000,280.000,P,0,5.014,0.133,21,,,,,,,,,,,
SRND,23.000,116.000,P,0,4.964,0.060,21,,,,,,,,,,,
KVCH,25.000,109.000,P,0,5.264,0.093,21,,,,,,,,,,,
FRMZ,29.000,63.000,P,0,5.844,0.013,21,,,,,,,,,,,
GOLJ,37.000,89.000,P,0,7.154,-0.022,21,,,,,,,,,,,
,,,,,,,21,2012-08-14 21:26:25.496,38.402,46.848,11.344,1.300,14.000,10.000,69.000,0.160,0.200,0.000
ZANG,4.000,43.000,P,0,2.540,-0.122,22,,,,,,,,,,,
HIGH,11.000,133.000,P,0,3.120,-0.113,22,,,,,,,,,,,
ORNG,13.000,317.000,P,0,3.620,0.186,22,,,,,,,,,,,
SRND,17.000,129.000,P,0,4.040,0.045,22,,,,,,,,,,,
KVCH,18.000,118.000,P,0,4.200,0.043,22,,,,,,,,,,,
BLVR,18.000,209.000,P,0,4.400,0.193,22,,,,,,,,,,,
VRDN,20.000,281.000,P,0,4.410,0.056,22,,,,,,,,,,,
NMVR,20.000,233.000,P,0,4.490,0.098,22,,,,,,,,,,,
AZGN,22.000,310.000,P,0,4.580,-0.085,22,,,,,,,,,,,
FRMZ,22.000,55.000,P,0,4.860,0.074,22,,,,,,,,,,,
HRS ,27.000,248.000,P,0,5.120,-0.414,22,,,,,,,,,,,
MGSL,27.000,237.000,P,0,5.640,0.066,22,,,,,,,,,,,
GOLJ,30.000,89.000,P,0,5.900,-0.069,22,,,,,,,,,,,
KRNG,31.000,277.000,P,0,6.110,0.044,22,,,,,,,,,,,
,,,,,,,22,2012-08-14 21:30:13.170,38.406,46.759,11.652,1.400,14.000,4.000,86.000,0.150,0.200,0.000
ZANG,4.000,49.000,P,0,2.262,-0.133,23,,,,,,,,,,,
HIGH,11.000,133.000,P,0,2.992,-0.097,23,,,,,,,,,,,
ORNG,12.000,317.000,P,0,3.422,0.197,23,,,,,,,,,,,
SRND,17.000,129.000,P,0,3.992,0.061,23,,,,,,,,,,,
KVCH,18.000,118.000,P,0,4.162,0.061,23,,,,,,,,,,,
BLVR,19.000,208.000,P,0,4.272,0.161,23,,,,,,,,,,,
VRDN,19.000,281.000,P,0,4.252,0.039,23,,,,,,,,,,,
NMVR,20.000,232.000,P,0,4.372,0.089,23,,,,,,,,,,,
AZGN,21.000,310.000,P,0,4.472,-0.060,23,,,,,,,,,,,
FRMZ,22.000,56.000,P,0,4.792,0.060,23,,,,,,,,,,,
HRS ,27.000,248.000,P,0,5.022,-0.430,23,,,,,,,,,,,
MGSL,27.000,236.000,P,0,5.612,0.105,23,,,,,,,,,,,
GOLJ,30.000,90.000,P,0,5.892,-0.084,23,,,,,,,,,,,
KRNG,31.000,277.000,P,0,6.012,0.031,23,,,,,,,,,,,
,,,,,,,23,2012-08-14 21:32:40.418,38.408,46.762,9.842,1.400,14.000,4.000,91.000,0.160,0.200,0.000
ZANG,6.000,88.000,P,0,2.820,-0.161,24,,,,,,,,,,,
ORNG,9.000,322.000,P,0,3.240,0.129,24,,,,,,,,,,,
HIGH,15.000,131.000,P,0,3.760,-0.114,24,,,,,,,,,,,
VRDN,16.000,275.000,P,0,4.000,0.086,24,,,,,,,,,,,
AZGN,17.000,311.000,P,0,4.120,-0.016,24,,,,,,,,,,,
NMVR,19.000,221.000,P,0,4.440,0.088,24,,,,,,,,,,,
BLVR,19.000,196.000,P,0,4.650,0.217,24,,,,,,,,,,,
SRND,21.000,128.000,P,0,4.740,0.050,24,,,,,,,,,,,
KVCH,22.000,120.000,P,0,4.900,0.048,24,,,,,,,,,,,
FRMZ,24.000,65.000,P,0,5.170,0.050,24,,,,,,,,,,,
HRS ,25.000,240.000,P,0,4.880,-0.400,24,,,,,,,,,,,
