sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
,,,,,,,80,2012-08-15 09:25:49.082,38.269,46.684,9.088,2.200,15.000,7.000,88.000,0.090,0.200,0.000
,,,,,,,81,2012-08-15 10:00:34.872,38.499,46.717,10.997,2.600,17.000,2.000,71.000,0.100,0.200,0.000
,,,,,,,83,2012-08-15 10:53:24.653,38.405,46.801,11.236,2.400,15.000,6.000,89.000,0.100,0.224,-0.100
,,,,,,,84,2012-08-15 10:56:56.952,38.506,46.743,11.521,2.900,17.000,3.000,83.000,0.090,0.200,-0.100
,,,,,,,85,2012-08-15 11:23:43.842,38.463,46.711,0.000,1.900,13.000,6.000,92.000,0.080,0.224,-0.100
,,,,,,,87,2012-08-15 11:39:28.983,38.406,46.658,0.000,2.000,15.000,5.000,78.000,0.080,0.224,-0.100
,,,,,,,88,2012-08-15 12:03:56.688,38.411,46.743,3.029,1.600,14.000,6.000,84.000,0.090,0.200,0.000
,,,,,,,89,2012-08-15 13:19:00.839,38.421,46.784,0.000,2.200,19.000,2.000,62.000,0.090,0.200,-0.100
,,,,,,,96,2012-08-15 14:20:41.315,38.490,46.779,3.916,1.600,14.000,3.000,78.000,0.090,0.200,0.000
,,,,,,,101,2012-08-15 16:01:21.232,38.301,46.608,4.219,1.600,12.000,6.000,97.000,0.100,0.200,-0.100
,,,,,,,104,2012-08-15 16:37:20.799,38.355,46.659,11.301,2.200,14.000,7.000,87.000,0.100,0.200,-0.100
,,,,,,,111,2012-08-15 19:59:43.514,38.412,46.570,17.386,1.600,14.000,6.000,61.000,0.090,0.200,-0.100
,,,,,,,115,2012-08-15 20:38:42.800,38.572,46.813,1.618,1.800,16.000,3.000,74.000,0.080,0.200,0.000
,,,,,,,117,2012-08-15 20:41:15.941,38.333,46.924,9.636,1.200,13.000,5.000,75.000,0.090,0.141,-0.100
,,,,,,,119,2012-08-15 20:54:02.913,38.326,46.665,6.252,1.300,14.000,1.000,81.000,0.090,0.200,0.000
,,,,,,,122,2012-08-15 21:02:49.754,38.346,46.795,25.898,2.500,15.000,6.000,61.000,0.100,0.224,-0.000
,,,,,,,123,2012-08-15 21:14:04.494,38.519,46.673,9.902,1.200,16.000,0.000,85.000,0.100,0.200,0.000
