sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
,,,,,,,65,2012-08-15 03:44:30.491,38.257,46.591,13.222,0.000,12.000,5.000,90.000,0.080,0.200,0.000
,,,,,,,73,2012-08-15 06:13:54.422,38.257,46.773,0.000,1.900,13.000,5.000,98.000,0.090,0.200,0.000
,,,,,,,74,2012-08-15 06:25:10.541,38.440,46.739,12.022,2.600,13.000,5.000,95.000,0.090,0.200,0.000
,,,,,,,76,2012-08-15 07:12:14.074,38.314,46.648,0.000,2.500,12.000,9.000,88.000,0.090,0.200,-0.000
,,,,,,,77,2012-08-15 09:03:23.617,38.504,46.716,13.298,1.600,12.000,12.000,84.000,0.100,0.200,-0.100
,,,,,,,80,2012-08-15 09:25:49.082,38.439,46.846,6.092,2.200,15.000,7.000,88.000,0.090,0.200,0.000
,,,,,,,81,2012-08-15 10:00:34.872,38.451,46.704,22.974,2.600,17.000,2.000,71.000,0.100,0.200,0.000
,,,,,,,83,2012-08-15 10:53:24.653,38.412,46.615,12.254,2.400,15.000,6.000,89.000,0.100,0.224,-0.100
,,,,,,,84,2012-08-15 10:56:56.952,38.490,46.676,15.929,2.900,17.000,3.000,83.000,0.090,0.200,-0.100
,,,,,,,85,2012-08-15 11:23:43.842,38.384,46.788,0.000,1.900,13.000,6.000,92.000,0.080,0.224,-0.100
,,,,,,,87,2012-08-15 11:39:28.983,38.485,46.548,0.000,2.000,15.000,5.000,78.000,0.080,0.224,-0.100
,,,,,,,88,2012-08-15 12:03:56.688,38.338,46.768,12.397,1.600,14.000,6.000,84.000,0.090,0.200,0.000
,,,,,,,89,2012-08-15 13:19:00.839,38.416,46.810,0.000,2.200,19.000,2.000,62.000,0.090,0.200,-0.100
,,,,,,,96,2012-08-15 14:20:41.315,38.351,46.729,13.810,1.600,14.000,3.000,78.000,0.090,0.200,0.000
,,,,,,,101,2012-08-15 16:01:21.232,38.457,46.565,8.132,1.600,12.000,6.000,97.000,0.100,0.200,-0.100
,,,,,,,104,2012-08-15 16:37:20.799,38.396,46.696,6.193,2.200,14.000,7.000,87.000,0.100,0.200,-0.100
,,,,,,,111,2012-08-15 19:59:43.514,38.312,46.625,13.375,1.600,14.000,6.000,61.000,0.090,0.200,-0.100
,,,,,,,115,2012-08-15 20:38:42.800,38.590,46.871,15.267,1.800,16.000,3.000,74.000,0.080,0.200,0.000
,,,,,,,117,2012-08-15 20:41:15.941,38.369,46.739,8.850,1.200,13.000,5.000,75.000,0.090,0.141,-0.100
,,,,,,,119,2012-08-15 20:54:02.913,38.413,46.757,1.759,1.300,14.000,1.000,81.000,0.090,0.200,0.000
,,,,,,,122,2012-08-15 21:02:49.754,38.432,46.727,22.393,2.500,15.000,6.000,61.000,0.100,0.224,-0.000
,,,,,,,123,2012-08-15 21:14:04.494,38.589,46.826,11.655,1.200,16.000,0.000,85.000,0.100,0.200,0.000
